model,trait,format,prefix,neutral,method,layer,n_train,sign_correct_train,n_hold,sign_correct_hold,snr_train,snr_hold,mean_signed_hold,cv_acc,k_pcs_at_layer,cos_to_lda
Qwen7,C,bare,generic,scenario_setups,LDA,10,50,45,24,23,1.1694978475570679,1.3924726247787476,1.9165152311325073,1.0,,
Qwen7,C,bare,generic,scenario_setups,LR,10,50,50,24,23,5.0913248379886555,1.4942745356671654,3.87782179267208,,,0.12625532493067473
Qwen7,C,bare,generic,scenario_setups,MD-raw,15,50,50,24,23,2.989976167678833,1.7051554918289185,6.777991771697998,,,0.19805294275283813
Qwen7,C,bare,generic,scenario_setups,MD-projected,15,50,50,24,23,3.426243305206299,1.7501015663146973,5.446023941040039,,28,0.19323685765266418
Qwen7,O,chat,generic,scenario_setups,LDA,8,50,42,24,24,1.0842602252960205,1.7738943099975586,0.8931968808174133,1.0,,
Qwen7,O,chat,generic,scenario_setups,LR,8,50,50,24,24,6.946141385940297,2.5382191672078434,2.3372424860845427,,,0.1853665965439114
Qwen7,O,chat,generic,scenario_setups,MD-raw,15,50,50,24,24,3.727888822555542,4.700965404510498,6.151126861572266,,,0.15468236804008484
Qwen7,O,chat,generic,scenario_setups,MD-projected,15,50,50,24,24,3.73610782623291,4.704142093658447,6.156248092651367,,1,0.15474271774291992
Qwen7,O,bare,generic,scenario_setups,LDA,8,50,44,24,24,1.0984007120132446,1.8156464099884033,1.0353598594665527,1.0,,
Qwen7,O,bare,generic,scenario_setups,LR,8,50,50,24,24,6.725197957175825,2.644014952227719,2.698297755610613,,,0.17492625149469423
Qwen7,O,bare,generic,scenario_setups,MD-raw,14,50,50,24,24,3.5574774742126465,3.887213945388794,5.906107425689697,,,0.18311765789985657
Qwen7,O,bare,generic,scenario_setups,MD-projected,14,50,50,24,24,3.5126571655273438,3.7142186164855957,5.088505268096924,,29,0.18122807145118713
